username, created_at, lng, lat, text
DSDeputyMarshal, Mon Feb 01 23:06:24 +0000 2021, -91.401008, 30.937336, THIS! 
CStoltz6, Mon Feb 01 23:06:24 +0000 2021, -75.537948, 40.185151, @PFF_Fantasy Zach Ertz: -3.   Still my guy tho 
nataliegonxalez, Mon Feb 01 23:06:24 +0000 2021, -97.817354, 26.176254, @itslesliealexis thank u beb 💕 
holtboggs, Mon Feb 01 23:06:24 +0000 2021, -97.672732, 30.519340, @Lulamaybelle Nope. https://t.co/fLyCuhheLj 
mariavillegas01, Mon Feb 01 23:06:24 +0000 2021, -118.411907, 34.020789, Got my first home before I turned 21, odd flex but alright lmaoo 
kiddeauxASAP, Mon Feb 01 23:06:24 +0000 2021, -118.369645, 34.087010, Seems right 
henry_HNL, Mon Feb 01 23:06:24 +0000 2021, -157.799589, 21.319944, @liamjohnsonNY @ladygaga Lol so she’s secretly sabotaging the gays? 
tayduren, Mon Feb 01 23:06:24 +0000 2021, -118.369645, 34.087010, @kevinmaisto https://t.co/V5rgXUQpwh 
Cam_the_Man3, Mon Feb 01 23:06:25 +0000 2021, -91.537062, 41.647354, I never trust people that Tweet out social messages and then immediately shill products in the thread. 
904Skrilla, Mon Feb 01 23:06:24 +0000 2021, -84.532133, 33.948124, If this dude don’t buy none else, he gone buy some shoes lol 
Fatemah_Mahmeed, Mon Feb 01 23:06:25 +0000 2021, -93.639364, 42.032506, @Merza_Ali @_Manarsz محّد فيكم طلعت منه كلمة على اللي قاعد يصير، حتى القتل اللي رجل يقتل رجل متزايد، بس سكتوا عن ال… https://t.co/wXxIEBRrYx 
giomiooo, Mon Feb 01 23:06:25 +0000 2021, -73.831187, 40.670879, You fya 
JoshuaX1993, Mon Feb 01 23:06:25 +0000 2021, -73.977717, 40.705597, With just 6 days left until the Super Bowl game, will we see an Presidential interview during pregame? If so, this… https://t.co/p3joQEr8S1 
PatrickK089, Mon Feb 01 23:06:25 +0000 2021, -90.247824, 38.653771, Waiting for @GHardstark and @KarenKilgariff to read my hometown email is like waiting to hear a news broadcaster fr… https://t.co/uNN98qZjGR 
Kpower90, Mon Feb 01 23:06:25 +0000 2021, -73.831187, 40.670879, I mean, all of the below is absolutely correct. The Rangers are trying to play defense here and, well, we know how… https://t.co/2oQSYIpjT4 
CelataKaren, Mon Feb 01 23:06:25 +0000 2021, -71.294159, 41.939278, We are getting a nor'easter right now. https://t.co/FkOcKzNAtb 
RafaFernandez82, Mon Feb 01 23:06:25 +0000 2021, -122.506779, 47.157103, @QPR https://t.co/kRZzvBQEgG 
LuckyBucketBrew, Mon Feb 01 23:06:25 +0000 2021, -96.053431, 41.275721, Remember when? Our lager may have gotten some new looks over the years, but the great flavor has never changed! Tha… https://t.co/sMK4hRjW4C 
BrentManorWine, Mon Feb 01 23:06:25 +0000 2021, -78.745728, 37.854305, Always nice to just stand out there and look out...  The reflection of the sun on the snow made everything so brigh… https://t.co/j12Iyceo6Q 
BonnieMcGilpin, Mon Feb 01 23:06:25 +0000 2021, -71.088712, 42.313670, A loss for City Hall but a win for the State House! @anakvivas 
ReanaMK, Mon Feb 01 23:06:25 +0000 2021, -77.014398, 38.898603, @_foodprints These people don't even know! 
BrysonJames94, Mon Feb 01 23:06:25 +0000 2021, -96.053431, 41.275721, @Baetzzz They shouldn’t have been top10 at all lol You’ll see by the end of the season where you and Bama will be at 😂 
BlakeMichael505, Mon Feb 01 23:06:26 +0000 2021, -78.764632, 43.009117, Tomorrow we’re buying stock in mr. potato head. I wanna bring that back 
manuelborbon_, Mon Feb 01 23:06:26 +0000 2021, -111.498181, 28.969863, Entrega gobernadora Pavlovich pavimentación y obras sociales en Yécora https://t.co/3YhtwZifxW 
dennisjansen, Mon Feb 01 23:06:26 +0000 2021, -96.761753, 32.819858, Zing. https://t.co/vgVQf82cXD 
lscrane80, Mon Feb 01 23:06:26 +0000 2021, -91.130806, 40.810943, @sher74868049 @brucewayne5688 Exactly! Trump still has the football! Think they would give Joe that! LMAO 
PerryBurkholder, Mon Feb 01 23:06:26 +0000 2021, -122.308332, 47.659668, We have the keys to new property and meeting space for @everynationseattle!!  2 blocks from UW and on Greek row!  I… https://t.co/PwyKgR30C3 
JessieH423, Mon Feb 01 23:06:26 +0000 2021, -77.590000, 37.380000, Just posted a photo @ Chesterfield County, Virginia https://t.co/s8i5AhWgXk 
Cassperloc, Mon Feb 01 23:06:26 +0000 2021, -115.135165, 36.060964, @TheGirlDreamx https://t.co/k7sHnH8Hqt 
joneskc17, Mon Feb 01 23:06:26 +0000 2021, -98.319925, 38.498196, Y’all ever get hurt from one thing then something else gets hurt worse than the first thing and you’re just like YE… https://t.co/pgDWlnOA6V 
laurnzo55, Mon Feb 01 23:06:26 +0000 2021, -75.770041, 42.746617, @Margee11 True 
tytaniumx1, Mon Feb 01 23:06:26 +0000 2021, -76.620482, 39.284713, @ToriLoves2SeeIt @maurricee_ @iamcardib I didn’t even come for you. You came for me when me and the gentleman was h… https://t.co/sBEpVgb3Lo 
DavidFl83836604, Mon Feb 01 23:06:26 +0000 2021, -85.978600, 35.830522, You flip the coin 4 me between Civil War &amp; Estranged. 
CMyPurpose, Mon Feb 01 23:06:27 +0000 2021, -92.342322, 34.721886, This bowl is about to be so amazing 😍 
galacticlord00, Mon Feb 01 23:06:27 +0000 2021, -94.378332, 39.088004, 😏 
Knight_Katriela, Mon Feb 01 23:06:27 +0000 2021, -110.044783, 46.679800, @Jwa174900 @ryanpcooney @SteveDaines @RepRosendale Bob, your definition is pretty damn accurate. 
MatthewTelles, Mon Feb 01 23:06:27 +0000 2021, -87.931412, 42.062471, @hashtagmolotov Yours and @WillySolis357 gaslighting skills are next level. How tragic. 😔 
tomkorocz, Mon Feb 01 23:06:27 +0000 2021, -73.897240, 41.251326, @pilotrob23 @travelgirlcourt 60/50 Captain 
erif709, Mon Feb 01 23:06:27 +0000 2021, -73.948775, 40.655138, @ScottyTruexSr is the Tony DeAngelo of OS 
Kathy07SixxJJ, Mon Feb 01 23:06:27 +0000 2021, -72.545584, 42.113062, @DrTeeRhea @kitsunegari1186 @GeneralHospital the cult wasn't formed till willow was 2012  in Berkley California wil… https://t.co/knbzCIGKql 
itsbrooklynw, Mon Feb 01 23:06:27 +0000 2021, -97.203778, 38.348942, :( 
AlejandroPirisN, Mon Feb 01 23:06:27 +0000 2021, -73.948775, 40.655138, Hello from Soho, Manhattan. https://t.co/BbL63blPdr 
xoyannnaaaa, Mon Feb 01 23:06:28 +0000 2021, -82.432361, 28.076861, 📴 
navgirlee2021, Mon Feb 01 23:06:28 +0000 2021, -83.804475, 27.698682, @oskar_funes @Sickofthisbs77 @dockboggs4lyfe @Wudang96 @SteveLemongello Lol 
hikarilefleur, Mon Feb 01 23:06:28 +0000 2021, -97.135638, 32.701850, @eqqobabe that is the kinda of chaotic energy i live for https://t.co/YXYK2FbHUj 
mary_sturino, Mon Feb 01 23:06:28 +0000 2021, -79.861034, 35.170499, @CassieJHill @RpsAgainstTrump Baaston 
tmj_AUS_gensci, Mon Feb 01 23:06:28 +0000 2021, -97.796012, 30.215387, This job is now open at IBM in #Austin, TX. Follow us and turn on mobile alerts to hear about jobs like these as so… https://t.co/amYii52fP3 
rayce1therace5, Mon Feb 01 23:06:28 +0000 2021, -118.242227, 33.966404, 🧐 
tnmtnlake, Mon Feb 01 23:06:28 +0000 2021, -82.347250, 40.438533, @reannadavisx Love you too!!! 
PatriciaRaye, Mon Feb 01 23:06:28 +0000 2021, -121.243144, 38.649569, @heidi_legit @misspiperwood I LOVE this story!!! ❤️ My mom thought my dad only liked corn tortillas. I bought bot… https://t.co/qpHqsd9OqI 
JacobWoller, Mon Feb 01 23:06:28 +0000 2021, -89.569491, 44.900818, #health #getaway #beautiful Beautiful trails https://t.co/pvMe9BH5ne 
Jermane01286847, Mon Feb 01 23:06:28 +0000 2021, -82.669467, 40.365160, https://t.co/jffF5h9Xng 
thatgirljacqs, Mon Feb 01 23:06:28 +0000 2021, -97.135638, 32.701850, @LoraxoftheLeft The music over her talking is too much 
Laughingmichell, Mon Feb 01 23:06:28 +0000 2021, -122.588975, 45.630589, @MargaretHenzig Yes she is and should not be e allowed to work on government 
KentGoldings, Mon Feb 01 23:06:28 +0000 2021, -74.008635, 41.706670, @RabidBadger Unity is overrated. 
Im_VelvetJones, Mon Feb 01 23:06:28 +0000 2021, -118.156711, 33.809172, Man, have that little nigga worry about the teachers in the city and not the Candace Prjer signing 
Bennyficial303, Mon Feb 01 23:06:28 +0000 2021, -111.908219, 40.843301, @ThaYoungBoi92 @mrsharpesburner @ShannonSharpe I’ve actually been waiting for you all day. Specifically you. Thank… https://t.co/m6dyFbfcMV 
BlackGryph0n, Mon Feb 01 23:06:28 +0000 2021, -111.931711, 34.168253, @ashthedoodlest @BillieBustUp GHOSTY GOOP WITH FEATHERS!! YOU CAN’T GET ANY SOFTER THAN THAT!! 
hickoryhill8520, Mon Feb 01 23:06:28 +0000 2021, -100.076888, 31.168893, The proverbs of Solomon the son of David, king of Israel:Proverbs 1:1 - https://t.co/FaaLsqXPdg 
tmj_hsv_pharm, Mon Feb 01 23:06:28 +0000 2021, -86.572245, 34.870321, Can you recommend anyone for this Pharmacy Technician - Retail Store job in #Meridianville, AL? Click the link in o… https://t.co/3GvSCGTmIZ 
KarenBa83667810, Mon Feb 01 23:06:29 +0000 2021, -71.394252, 41.890441, @7Veritas4 @SenTedCruz Well said 
KathrynStarkey2, Mon Feb 01 23:06:29 +0000 2021, -95.253327, 31.965799, https://t.co/ZcdnhTLOK6 
Eboogie211, Mon Feb 01 23:06:29 +0000 2021, -118.346153, 33.953633, I’m an addict with the love songs 
J0nathanGuzman, Mon Feb 01 23:06:29 +0000 2021, -96.761753, 32.819858, @esteban_moreau @TitanfallBlog https://t.co/Q8qmwS6R0K 
ms_marmolejos, Mon Feb 01 23:06:29 +0000 2021, -74.106366, 40.670783, @ewarren @Mikes_Hard Id have $1000 a month back!! 😳🥺 
evo951, Mon Feb 01 23:06:29 +0000 2021, -117.119517, 33.501021, I swear this game is broken 🙄@BRGaming @SportsCenter @GridGamingIO @Activision #CallofDutyWarzone #Activision https://t.co/3dTjy9wiy4 
jimwright824, Mon Feb 01 23:06:29 +0000 2021, -73.393338, 40.822758, Things that look good on first knee-jerk always look good until the results are assessed. In this case removal from… https://t.co/bJAoS8Prgm 
BHSRaiders, Mon Feb 01 23:06:29 +0000 2021, -88.161321, 41.748496, Happy to announce that our Region (7), including Kankakee &amp; Will Counties has entered Phase 4, which means those sp… https://t.co/7V3Jeko1FR 
JohnSnydersKeys, Mon Feb 01 23:06:29 +0000 2021, -70.966855, 42.478737, @wzbc more great music. 
EricFC_ttv, Mon Feb 01 23:06:29 +0000 2021, -79.272570, 43.629311, Wait? Why the hell did Fulham send a striker on loan and get one back?!?! 
JenNorton70, Mon Feb 01 23:06:29 +0000 2021, -97.285913, 32.779967, 👏🏻👏🏻👏🏻 
Jcsimmonsjr, Mon Feb 01 23:06:29 +0000 2021, -90.109730, 29.902760, BLACK history is AMERICAN history #learnthetruth @ Marrero, Louisiana https://t.co/FcAuGyOY95 
Sarahwaugh20, Mon Feb 01 23:06:29 +0000 2021, -80.404734, 27.630996, @bblock29 @dee010166 @Sen_JoeManchin is going to be a problem 
ayyeeitscerner, Mon Feb 01 23:06:29 +0000 2021, -79.420865, 38.003376, A kings dinner 😂 
wateruno, Mon Feb 01 23:06:30 +0000 2021, -120.882482, 47.273022, @ArmandDoma Pointed shoes and doggie socks are the power move! 
PatiKRoll11, Mon Feb 01 23:06:30 +0000 2021, -105.550890, 38.997936, With or without pay? Big difference. 
arobinson55, Mon Feb 01 23:06:30 +0000 2021, -76.620482, 39.284713, @britshaniece 😝 
IGierzak, Mon Feb 01 23:06:30 +0000 2021, -86.241895, 43.232967, @Alvadis_Tveburg @AngieSkys Really pathetic. You would have thought by now they would have found a different means… https://t.co/dzgeYfVCf8 
IraPhoto, Mon Feb 01 23:06:30 +0000 2021, -73.967500, 40.777900, Just posted a photo @ Manhattan, New York https://t.co/geuDeTDxwl 
internetgizzard, Mon Feb 01 23:06:30 +0000 2021, -96.690937, 32.964484, Hot take: chocolate chips in banana bread dilute the natural banana flavor. Way too sweet and bread isn’t Moist jus… https://t.co/r98ORcpbVo 
landforce, Mon Feb 01 23:06:30 +0000 2021, -122.630908, 45.536402, @peeweereis Is it similar vibes tho???? 😅 
Anthony91064106, Mon Feb 01 23:06:31 +0000 2021, -79.428376, 43.903509, @VassyKapelos Hows work goingU know who it is!!! 
nodite, Mon Feb 01 23:06:31 +0000 2021, -119.782465, 36.786042, I remote viewed a target that ended up being a landing of a rocket on Mars and the passengers disembarking onto and through a port facility. 
RobertP32730809, Mon Feb 01 23:06:31 +0000 2021, -78.948208, 43.748102, Like a vacume salesman of the 1950's 
_HumbleBeast_, Mon Feb 01 23:06:31 +0000 2021, -122.555439, 38.093358, @BNdehi @GrowthInvestor1 @DanielaCambone @maxkeiser What is selling futures mean? 
Old_Orleans, Mon Feb 01 23:06:31 +0000 2021, -84.433106, 33.767195, You fly af for this one 🔥🔥🔥 
johndelgiamban3, Mon Feb 01 23:06:31 +0000 2021, -77.604684, 41.117936, @BallistaYT YES SIR I AM DEFINITELY THERE 
laineyruns, Mon Feb 01 23:06:31 +0000 2021, -77.014398, 38.898603, @Reuters 💗💗💗 
raficarone_21, Mon Feb 01 23:06:31 +0000 2021, -73.337097, 40.803076, @ArsenalMediaGrp @EmmanuelTapiero @EmmanuelTapiero can I get your autograph? Big fan! 
S_t_a_ii, Mon Feb 01 23:06:32 +0000 2021, -112.124676, 33.552863, Days almost over woot woot 
TbirdTr3y_10, Mon Feb 01 23:06:31 +0000 2021, -98.540651, 29.417501, Some of the brave/dumb ones try to double down and imply you've "internalized your own oppression" or some shit, an… https://t.co/fmI3g9A1El 
brandy15135663, Mon Feb 01 23:06:32 +0000 2021, -87.732013, 41.833585, Adventure Watch harleynightmare1 with me on Twitch! https://t.co/9ZT8K4Q4LU 
rae_leighn, Mon Feb 01 23:06:32 +0000 2021, -80.432898, 44.672621, https://t.co/jIeLLhzBsF 
avalos211, Mon Feb 01 23:06:32 +0000 2021, -122.765409, 47.039416, @peruanito110 @litos2920 @delvalle_ESPN @ESPN_JorgeRamos @JorgeRamosFUT @pereyraespn @carodelas @DIESESTRADA… https://t.co/ShVvE3N6JL 
justme2andu, Mon Feb 01 23:06:32 +0000 2021, -90.551064, 38.586212, @RpsAgainstTrump We have an arch 
Tristan_in_Jax, Mon Feb 01 23:06:32 +0000 2021, -83.804475, 27.698682, AKA Self hater extraordinaire... 
johnnysfgiants, Mon Feb 01 23:06:32 +0000 2021, -121.641268, 36.689149, @massey_evan Their fans totally don’t want him 
checko_infinity, Mon Feb 01 23:06:32 +0000 2021, -119.319526, 36.319486, i hit my pen in the bathroom at school and it’s full of smoke in here. help. 
whal510, Mon Feb 01 23:06:32 +0000 2021, -118.411907, 34.020789, Now me and @_MarquisB knew better. 😭 https://t.co/7V92AnWCzy 
chiconino_, Mon Feb 01 23:06:33 +0000 2021, -97.754724, 30.323346, How hasn’t she deleted this yet? 
sirchalosv, Mon Feb 01 23:06:33 +0000 2021, -111.001401, 31.192592, Estamos jodidos campeón pero la culpa es del PRIAN jajaja viva Mexico cabrones 
PattiJ26089081, Mon Feb 01 23:06:33 +0000 2021, -120.583402, 44.145437, @olejonbj @MPansio @WOrtsen @SjuniorDonald @DemProud @TCSReservations @stenhalle @WasabiDoobie @FredrikHirsch… https://t.co/3CdKqhlpKV 
tedsheard69, Mon Feb 01 23:06:33 +0000 2021, -86.791549, 36.200008, I’m hungry 
a_greenwood, Mon Feb 01 23:06:33 +0000 2021, -94.559281, 39.100048, #mood https://t.co/zvrm9N4Ooo 
Raad_Aboud, Mon Feb 01 23:06:33 +0000 2021, -75.800141, 45.248791, #تطبيق_بلغوا https://t.co/YyAZsC46FV 
RetiredWarVet, Mon Feb 01 23:06:33 +0000 2021, -81.912441, 40.549705, @DanMcCarty1 Prayers for positive results, brother!! 
ivingffhs, Mon Feb 01 23:06:34 +0000 2021, -80.163042, 26.442273, @soledadobrien Who is she kidding? 
fbbceagles, Mon Feb 01 23:06:34 +0000 2021, -93.611531, 41.732949, 🏀(W): 3Q Score Lady Eagles 42-47 @EmmausAthletics #EagleNation 🦅 
Dvdinzunza, Mon Feb 01 23:06:34 +0000 2021, -111.498181, 28.969863, 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽 
jreneejrenee, Mon Feb 01 23:06:34 +0000 2021, -73.948775, 40.655138, Eating a “snow slushee” and this is interesting, LOL 
BaileyCarlin, Mon Feb 01 23:06:34 +0000 2021, -73.948775, 40.655138, I cannot even begin to emphasize how many times I have seen the last 10 minutes of Bones waiting for NBA on TNT games 
FairmountParkIL, Mon Feb 01 23:06:34 +0000 2021, -89.990105, 38.694381, Please send resume to jobs@fairmountpark.com https://t.co/C8exETNJm9 
royalaw_, Mon Feb 01 23:06:35 +0000 2021, -118.244500, 34.056400, Just posted a video @ Los Angeles, California https://t.co/ZnUU8QBpwl 
lanza10448767, Mon Feb 01 23:06:35 +0000 2021, -70.543670, 41.395468, @victorsarro Não é igual a Raissa provocava as pessoas atacava tbem , agora o Lucas coitado este sim está sendo humilhado 🤐 
xgregsucksx, Mon Feb 01 23:06:35 +0000 2021, -104.789327, 38.888519, Lmao bet 
Kiezz9, Mon Feb 01 23:06:35 +0000 2021, -80.146568, 39.478155, @Zyon3Dobbs Preciate it cuzzo! time to get to work❤️ 
SkylinerPilot, Mon Feb 01 23:06:35 +0000 2021, -81.590344, 28.546119, @epcotbarcrawl You wear your snowshoes? 
luckycuban, Mon Feb 01 23:06:35 +0000 2021, -90.178629, 30.001244, ♥️🤗 
turbo_415, Mon Feb 01 23:06:35 +0000 2021, -122.435979, 37.770657, Car in the fuckin shop and idk what to do w myself https://t.co/wEDvvpqVxB 
yourmandaniel, Mon Feb 01 23:06:35 +0000 2021, -86.270540, 45.001180, Restaurants are open in MI again but honestly take out is fine and supports business too so please just do take out 
UenoTatsuki, Mon Feb 01 23:06:35 +0000 2021, -122.595742, 45.345124, なんと！！！260人を突破しました！僕の小学校の全校生徒くらいいる！😂凄い！皆さんのご視聴、リクエスト、アドバイスのおかげです！本当にありがとうございます！まだまだ行きます！https://t.co/xI6TdHVzCE 
dylanmaustin, Mon Feb 01 23:06:35 +0000 2021, -122.330602, 47.614817, The overlapping vocals at the end of Sugar We’re Goin Down is a moment. 
whal510, Mon Feb 01 23:06:35 +0000 2021, -118.411907, 34.020789, @Paper_Miche https://t.co/wswoo907BJ 
YurieYoshida3, Mon Feb 01 23:06:35 +0000 2021, -73.968542, 40.780709, @R92737269 @Ciel_358 👍 
dawndhi, Mon Feb 01 23:06:35 +0000 2021, -118.411907, 34.020789, Finished. 🙏🙏 @harari_yuval https://t.co/0W6Vhhs0jF 
MattFromRI, Mon Feb 01 23:06:36 +0000 2021, -71.356088, 41.803749, 👀 
smgbbyy, Mon Feb 01 23:06:36 +0000 2021, -115.223125, 36.232915, I long for that feeling to not feel at all 
RivaRBrown, Mon Feb 01 23:06:36 +0000 2021, -92.430839, 35.073112, https://t.co/9PhAUWbMSv via @madmimi #BlackHistoryMonth 
mackenzieebonni, Mon Feb 01 23:06:36 +0000 2021, -74.762225, 40.003301, When I don’t like somebody then gone know 😭😭 trust your intuition Bitch. 
AalahB, Mon Feb 01 23:06:36 +0000 2021, -83.302512, 30.856085, 😎 
bjbskater900, Mon Feb 01 23:06:36 +0000 2021, -74.170488, 40.037971, Lets p spray this idiot. 
rachelramirez_, Mon Feb 01 23:06:36 +0000 2021, -96.291649, 30.585471, one day i will find people to study with on campus but that day is not today 
Nh60d_kobie, Mon Feb 01 23:06:36 +0000 2021, -90.002249, 38.529630, We all got different dreams But living this h60d shit with you niccas ain't it 
meezer2000, Mon Feb 01 23:06:36 +0000 2021, -90.581249, 38.651687, @Cali2KC That sounds exciting!! 
traupicz, Mon Feb 01 23:06:36 +0000 2021, -115.223125, 36.232915, i dont know why i think every time it’s going to be different than the last lol 
DanielOlivass, Mon Feb 01 23:06:36 +0000 2021, -107.342056, 24.662488, Ustedes también saludan a los perritos que ven de paseo en otros autos?? 🐶🚙 https://t.co/OO0U94hduz 
hayley_jadeeee, Mon Feb 01 23:06:36 +0000 2021, -86.441236, 39.766555, I was going to make my bf some cute flowers to put in his room (I still need to dye them) but turns out this vase i… https://t.co/UkJP4IfwI5 
DetCTchris, Mon Feb 01 23:06:37 +0000 2021, -72.801980, 41.537233, #Meriden roads are overly slick if you don’t need to be on the roads stay home and enjoy the snow! 
loveandwisdom_, Mon Feb 01 23:06:37 +0000 2021, -82.098535, 41.490052, We just need to know what it taste like.... like is it sweet &amp; savory? Truly I need to know 
LaurieWalters19, Mon Feb 01 23:06:37 +0000 2021, -83.876780, 34.223621, They're Qless 
KarenCagen, Mon Feb 01 23:06:37 +0000 2021, -82.116175, 26.992598, @TeamEllison2022 @AllenLEllison What a wonderful role model Jessie Owens is for the youth of our country. What grea… https://t.co/oML2X306SC 
MermaidLindsay, Mon Feb 01 23:06:37 +0000 2021, -81.705467, 41.495940, My mom never knows what my brother and I are doing she let us name her cat Gucci mane https://t.co/jQnjKgTRhB 
Blogtownbycjg, Mon Feb 01 23:06:37 +0000 2021, -93.278974, 44.876290, @shananys I’ll make you one! 
IdalisseSantia1, Mon Feb 01 23:06:37 +0000 2021, -76.128811, 43.052607, Uo https://t.co/dLaTa5v0nP 
Truckoic, Mon Feb 01 23:06:37 +0000 2021, -76.953930, 39.402420, #trevornoah #samanthabee #JimmyKimmel #jimmyfallon #stephancolbert 
J0nathanGuzman, Mon Feb 01 23:06:37 +0000 2021, -96.761753, 32.819858, @pablosandecane @TitanfallBlog https://t.co/TGjnno8gbw 
nicholas_sankey, Mon Feb 01 23:06:38 +0000 2021, -89.569491, 44.900818, Just got this in the mail ! https://t.co/Y5cpEshgDo 
Lauren_foley, Mon Feb 01 23:06:38 +0000 2021, -70.982066, 42.367751, @SportsCenter It’s been real Dusty 
tmj_nvr_adv, Mon Feb 01 23:06:38 +0000 2021, -119.813803, 39.529633, This job is now open at Thermo Fisher Scientific in #Reno, NV. Follow us and turn on mobile alerts to hear about jo… https://t.co/Sx0CDtY4Qe 
JoshRuble, Mon Feb 01 23:06:38 +0000 2021, -83.804475, 27.698682, @TCJaalin I’ve seen exactly what you’re talking about and heard about it from my CM friends. This is not cool... Di… https://t.co/RVLsjqYBUJ 
dreamcastmoe, Mon Feb 01 23:06:38 +0000 2021, -77.014398, 38.898603, @FutureTiming https://t.co/rEEzYoCyr7 
WalkingBuck3t3, Mon Feb 01 23:06:38 +0000 2021, -112.516977, 45.966959, 🏹 
Mirandalo9, Mon Feb 01 23:06:39 +0000 2021, -111.053934, 27.946219, Happy bday A, por mas risas juntas🤍✨!! en San Carlos, Sonora, Mexico https://t.co/b9q6J5B9QT 
dariagueda, Mon Feb 01 23:06:38 +0000 2021, -83.173867, 32.678207, https://t.co/BqxSS3jSL5 
redd_head1922, Mon Feb 01 23:06:39 +0000 2021, -74.423014, 40.619580, If you don’t bleed without dying or push out humans don’t make comments on female reproductive issues ... 
___ArnaudM___, Mon Feb 01 23:06:39 +0000 2021, -88.091180, 42.032345, @AnthonyLab17 @Baylejacques1 @Mode55489648 @LaurentPaganel1 @karimattab1 @maritimamedias @FCMarseille… https://t.co/bjY0BR1tnz 
natalssofia, Mon Feb 01 23:06:39 +0000 2021, -118.411907, 34.020789, @itsrichhh This week PLEASE @judeybooty Also I'm currently at Sirenita having ceviche and $5 miches and y'all should be here 😪 
AnalieNYC, Mon Feb 01 23:06:39 +0000 2021, -73.831187, 40.670879, @mrtechrant Eeek.. can't unsee it now lol 😆 
MikaylaOrrson, Mon Feb 01 23:06:39 +0000 2021, -118.411907, 34.020789, @jenerally_fine OXO Good Grips Silicone Garlic Peeler with Stay-Clean Storage Case,Clear,1EA https://t.co/FzFND8ZZZM 
PrincessAya, Mon Feb 01 23:06:39 +0000 2021, -84.352444, 33.943457, @roastmalone_ That’s a dealbreaker for me... 
riceballbecca, Mon Feb 01 23:06:39 +0000 2021, -80.149173, 26.150368, CUM PIG!? CUUUUUM PIIIIIIG!? HAVE YOU EVER HEARD THIS INSULT!? 
Pam_Ramos11, Mon Feb 01 23:06:39 +0000 2021, -75.117998, 40.004866, @andresdavid More than this guy? https://t.co/FPQpT4vHxq 
LoagieHoagie, Mon Feb 01 23:06:39 +0000 2021, -77.604684, 41.117936, Love snow pictures on Instagram this time of year 
MichaelRyan2527, Mon Feb 01 23:06:39 +0000 2021, -97.079654, 32.931834, @RajOnRadio If this is true on Mack, I’ll take it https://t.co/Ak2TQm6Ao2 
g23Babii, Mon Feb 01 23:06:39 +0000 2021, -81.109617, 32.017285, One thing about me .. even when I’m stressing this face gone be clear 😂 
joselouis4077, Mon Feb 01 23:06:39 +0000 2021, -86.082701, 39.714100, 😅💦💦💦💦 
FitBlonde19, Mon Feb 01 23:06:40 +0000 2021, -87.962102, 41.618612, 🤔🤔🤔 
Datruthh__, Mon Feb 01 23:06:40 +0000 2021, -76.729713, 39.348221, Filthy 
_VIIIXVI, Mon Feb 01 23:06:40 +0000 2021, -75.117998, 40.004866, @DAP_Twin 😭😭 
1AwareBlkWmn, Mon Feb 01 23:06:40 +0000 2021, -71.088712, 42.313670, @ErrolWebber It's like you have been asleep the last 4yrs. We had a GOP presidency and LOOK what happened. Or bette… https://t.co/dyjeefcN1P 
hickoryhill8520, Mon Feb 01 23:06:40 +0000 2021, -100.076888, 31.168893, For You, O my God, have revealed to Your servant that You will build for him a house; therefore Your servant has fo… https://t.co/OxX1PWl8VK 
sararubenstein, Mon Feb 01 23:06:40 +0000 2021, -92.436774, 38.304558, Is it Sunday yet?!? #chiefskingdom 
ProfCedar, Mon Feb 01 23:06:40 +0000 2021, -93.711714, 41.691582, Come watch the worst two offenses in the league play each other on a back-to-back tonight!!!111!!1!one 
iembot_mlb, Mon Feb 01 23:06:40 +0000 2021, -80.420000, 27.650000, At 5:19 PM EST, Vero Beach Airport [Indian River Co, FL] ASOS reports NON-TSTM WND GST of M39 MPH. MEASURED WIND GU… https://t.co/Z31dJ7Pum3 
DanielOlivass, Mon Feb 01 23:06:40 +0000 2021, -107.342056, 24.662488, JAJAJAJA le volaban los bigotes https://t.co/YlsDVPjpOY 
blood_orphan, Mon Feb 01 23:06:40 +0000 2021, -87.732013, 41.833585, going to have a Fucking bloody mary sorry if you got a problem with that. sike im not sorry 
PapiXXChulo, Mon Feb 01 23:06:40 +0000 2021, -122.296489, 47.442583, Anna gotta be going home tired of her and her teeth 
forzarevilo, Mon Feb 01 23:06:41 +0000 2021, -118.411907, 34.020789, @rawstarr I always think you just order 1 burger and that's it 
alejandro4980, Mon Feb 01 23:06:41 +0000 2021, -115.229180, 31.789670, ❤️❤️ 
LuisToledoCast3, Mon Feb 01 23:06:41 +0000 2021, -122.304396, 47.660382, @ProFootballTalk :) 
BEAR1BOSS, Mon Feb 01 23:06:41 +0000 2021, -83.173867, 32.678207, Bruh @popstarbennythis is crazy that’s why we gotta record content cause you never kno  https://t.co/x9XV5oqIXq 
teeshunloaded, Mon Feb 01 23:06:41 +0000 2021, -95.446486, 29.838495, Lmfao i got 1 month to find a apartment 😭 
DTS727, Mon Feb 01 23:06:41 +0000 2021, -111.532465, 32.975264, I’ll take em in all black 
ChristopherGLim, Mon Feb 01 23:06:41 +0000 2021, -73.506517, 45.715514, 🏎🏁 Custom #BMW Matte Black with Custom Dual Exhaust.  #bmw #m5competition  #bmwm5competition @ Grenier BMW https://t.co/XZwnD87gU1 
